pais,sector,isco,empleo,n_obs,alpha,beta,zeta,capa,label
Honduras,Resto,1323,765.1671549632143,4,0.04,0.44,0.48,Dirección y gerencia,Construction managers
Honduras,Resto,5411,759.0580395438033,3,0.1666666666666666,0.2833333333333333,0.4499999999999999,Servicios y ventas,Fire-fighters
Honduras,Resto,3454,757.7084208695724,2,0.11277483283585299,0.319217466721449,0.43199229955730206,Técnicos y profesionales asociados,
Honduras,Resto,3154,745.3528651923781,1,0.0907270646973164,0.3371905554399833,0.4279176201372997,Técnicos y profesionales asociados,Air traffic controllers
Honduras,Resto,3319,745.3528651923781,1,0.3275132202069391,0.648413003711177,0.8266281145141715,Técnicos y profesionales asociados,
Honduras,Resto,5168,745.3528651923781,1,0.16369785343082555,0.2829181617029914,0.446616015133817,Servicios y ventas,
Honduras,Resto,8182,745.3528651923781,1,0.12,0.14,0.26,Operadores de planta y máquinas,Steam engine and boiler operators
Honduras,Resto,4414,736.8717912230387,1,0.1456046533445914,0.296814898208087,0.4424195515526784,Apoyo administrativo,Scribes and related workers
Honduras,Resto,2267,730.0463018951822,4,0.0,0.3,0.3,Profesionales e ingeniería,Optometrists and ophthalmic opticians
Honduras,Resto,8121,715.4953821059324,2,0.0651551956815114,0.0885981781376518,0.1537533738191633,Operadores de planta y máquinas,Metal processing plant operators
Honduras,Resto,2112,711.0773167076903,1,0.1481481481481481,0.5370370370370371,0.6851851851851852,Profesionales e ingeniería,Meteorologists
Honduras,Resto,9329,706.5368729594948,3,0.160472442182001,0.1878502335763364,0.3483226757583375,Ocupaciones elementales,Manufacturing labourers not elsewhere classified
Honduras,Resto,3513,703.9353076677544,3,0.4615384615384616,0.6346153846153846,1.0,Técnicos y profesionales asociados,Computer network and systems technicians
Honduras,Resto,5132,688.9883134900056,3,0.1,0.2,0.3,Servicios y ventas,Bartenders
Honduras,Resto,3255,621.1273876603151,1,0.1157407407407407,0.1802248677248677,0.2959656084656084,Técnicos y profesionales asociados,Physiotherapy technicians and assistants
Honduras,Resto,4416,621.1273876603151,1,0.2631578947368421,0.6052631578947368,0.868421052631579,Apoyo administrativo,Personnel clerks
Honduras,Resto,5163,621.1273876603151,1,0.12004662004662,0.1427738927738927,0.2628205128205128,Servicios y ventas,Undertakers and embalmers
Honduras,Resto,7318,618.0083625968086,2,0.0,0.074074074074074,0.074074074074074,Oficios y artesanía,"Handicraft workers in textile, leather and related materials"
Honduras,Resto,3352,617.2803024944326,2,0.16,0.56,0.7200000000000001,Técnicos y profesionales asociados,Government tax and excise officials
Honduras,Resto,9216,617.2803024944326,2,0.0,0.059090909090909,0.059090909090909,Ocupaciones elementales,Fishery and aquaculture labourers
Honduras,Resto,2656,609.3086979746067,3,0.3583333333333333,0.6583333333333333,1.0,Profesionales e ingeniería,"Announcers on radio, television and other media"
Honduras,Resto,2636,602.6241226494599,3,0.1741854636591479,0.3771929824561403,0.5513784461152882,Profesionales e ingeniería,Religious professionals
Honduras,Resto,7221,597.9607329691007,2,0.0,0.0384615384615384,0.0384615384615384,Oficios y artesanía,"Blacksmiths, hammersmiths and forging press workers"
Honduras,Resto,4223,592.564430589742,1,0.700657894736842,0.7689144736842105,1.0,Apoyo administrativo,Telephone switchboard operators
Honduras,Resto,6129,592.564430589742,1,0.1083333333333333,0.2145833333333333,0.3229166666666666,Agropecuario calificado,Animal producers not elsewhere classified
Honduras,Resto,8112,592.564430589742,1,0.0909090909090909,0.0909090909090909,0.1818181818181818,Operadores de planta y máquinas,Mineral and stone processing plant operators
Honduras,Resto,2643,582.812857653284,2,0.4866310160427807,0.7025401069518716,1.0,Profesionales e ingeniería,"Translators, interpreters and other linguists"
Honduras,Resto,6123,576.1282823281372,2,0.1083333333333333,0.2145833333333333,0.3229166666666666,Agropecuario calificado,Apiarists and sericulturists
Honduras,Resto,3412,533.6880715717482,2,0.2,0.35,0.55,Técnicos y profesionales asociados,Social work associate professionals
Honduras,Resto,0310,532.3949037088415,1,0.0652173913043478,0.2391304347826087,0.3043478260869565,Fuerzas armadas,"Armed forces occupations, other ranks"
Honduras,Resto,3212,526.9953180822217,2,0.0733333333333333,0.271159420289855,0.3444927536231884,Técnicos y profesionales asociados,Medical and pathology laboratory technicians
Honduras,Resto,2264,515.4375894302109,3,0.0616666666666666,0.22375,0.2854166666666666,Profesionales e ingeniería,Physiotherapists
Honduras,Resto,5113,507.91236907692166,1,0.1479188166494668,0.3187134502923976,0.4666322669418645,Servicios y ventas,Travel guides
Honduras,Resto,4213,500.55108783538367,2,0.2696304101577935,0.46885894587720145,0.7384893560349949,Apoyo administrativo,Pawnbrokers and money-lenders
Honduras,Resto,2355,491.24786081535916,1,0.1922514619883041,0.4051900584795321,0.5974415204678363,Profesionales e ingeniería,Other arts teachers
Honduras,Resto,2619,491.24786081535916,1,0.1,0.5,0.6,Profesionales e ingeniería,Legal professionals not elsewhere classified
Honduras,Resto,3143,465.84554074523635,1,0.0952380952380952,0.3571428571428572,0.4523809523809524,Técnicos y profesionales asociados,Forestry technicians
Honduras,Resto,5111,462.80389005713675,2,0.132451583504215,0.2402802460697197,0.3727318295739348,Servicios y ventas,Travel attendants and travel stewards
Honduras,Resto,4322,460.90262586250975,1,0.2941176470588235,0.6176470588235294,0.9117647058823528,Apoyo administrativo,Production clerks
Honduras,Resto,7213,460.90262586250975,1,0.0,0.0782563025210083,0.0782563025210083,Oficios y artesanía,Sheet-metal workers
Honduras,Resto,1344,459.89270676904596,2,0.0625,0.40625,0.46875,Dirección y gerencia,Social welfare managers
Honduras,Resto,7541,444.4233229423065,1,0.0,0.06,0.06,Oficios y artesanía,Underwater divers
Honduras,Resto,8154,444.4233229423065,1,0.125,0.1458333333333333,0.2708333333333332,Operadores de planta y máquinas,"Bleaching, dyeing and fabric cleaning machine operators"
Honduras,Resto,2351,429.84187821343926,2,0.2,0.5333333333333333,0.7333333333333334,Profesionales e ingeniería,Education methods specialists
Honduras,Resto,2521,426.8639087130798,2,0.8397932816537468,0.9198966408268734,1.0,Profesionales e ingeniería,Database designers and administrators
Honduras,Resto,2359,424.65597500527826,2,0.1383298933608531,0.3762684898520811,0.5145983832129343,Profesionales e ingeniería,Teaching professionals not elsewhere classified
Honduras,Resto,3313,404.8447100091024,2,0.5666666666666667,0.7833333333333333,1.0,Técnicos y profesionales asociados,Accounting associate professionals
Honduras,Resto,9623,385.33597731960435,2,0.3117408906882591,0.3694331983805667,0.6811740890688258,Ocupaciones elementales,Meter readers and vending-machine collectors
Honduras,Resto,3131,384.08552155209145,1,0.1134057971014492,0.3,0.4134057971014492,Técnicos y profesionales asociados,Power production plant operators
Honduras,Resto,4212,384.08552155209145,1,0.2763789152024446,0.3468067226890756,0.6231856378915203,Apoyo administrativo,"Bookmakers, croupiers and related gaming workers"
Honduras,Resto,7311,384.08552155209145,1,0.1008373205741626,0.2969896331738437,0.3978269537480064,Oficios y artesanía,Precision-instrument makers and repairers
Honduras,Resto,7319,382.432135609686,2,0.0,0.2666666666666667,0.2666666666666667,Oficios y artesanía,Handicraft workers not elsewhere classified
Honduras,Resto,3333,377.3207116291307,2,0.1538461538461538,0.3798076923076923,0.5336538461538461,Técnicos y profesionales asociados,Employment agents and contractors
Honduras,Resto,8113,375.6787877721272,2,0.0330143540669856,0.03995879851143,0.0729731525784157,Operadores de planta y máquinas,Well drillers and borers and related workers
Honduras,Resto,3334,372.95393669699445,3,0.0277777777777777,0.4732744107744107,0.5010521885521885,Técnicos y profesionales asociados,Real estate agents and property managers
Honduras,Resto,1111,368.43589561151936,1,0.0333333333333333,0.4,0.4333333333333333,Dirección y gerencia,Legislators
Honduras,Resto,2144,368.43589561151936,1,0.1351567209162146,0.4815275266224633,0.616684247538678,Profesionales e ingeniería,Mechanical engineers
Honduras,Resto,2265,368.43589561151936,1,0.1071428571428571,0.5178571428571429,0.625,Profesionales e ingeniería,Dieticians and nutritionists
Honduras,Resto,2354,368.43589561151936,1,0.1666666666666667,0.3666666666666666,0.5333333333333333,Profesionales e ingeniería,Other music teachers
Honduras,Resto,2523,368.43589561151936,1,0.3728813559322034,0.6440677966101694,1.0,Profesionales e ingeniería,Computer network professionals
Honduras,Resto,2529,368.43589561151936,1,0.4354952627045649,0.693348406546081,1.0,Profesionales e ingeniería,Database and network professionals not elsewhere classified
Honduras,Resto,3311,368.43589561151936,1,0.1555555555555555,0.5638888888888889,0.7194444444444444,Técnicos y profesionales asociados,Securities and finance dealers and brokers
Honduras,Resto,8131,368.43589561151936,1,0.0646075079846566,0.1097870223249394,0.174394530309596,Operadores de planta y máquinas,Chemical products plant and machine operators
Honduras,Resto,2412,330.28798055966087,1,0.0404761904761904,0.4987179487179487,0.5391941391941392,Profesionales e ingeniería,Financial and investment advisers
Honduras,Resto,7532,329.21616133036406,1,0.0787037037037037,0.2118055555555555,0.2905092592592593,Oficios y artesanía,Garment and related pattern-makers and cutters
Honduras,Resto,9213,329.21616133036406,1,0.0333333333333333,0.109090909090909,0.1424242424242424,Ocupaciones elementales,Mixed crop and livestock farm labourers
Honduras,Resto,2149,294.7487164892155,1,0.1888135142325086,0.5258246874168663,0.7146382016493749,Profesionales e ingeniería,Engineering professionals not elsewhere classified
Honduras,Resto,3251,288.0641411640686,1,0.0902777777777777,0.2083333333333333,0.2986111111111111,Técnicos y profesionales asociados,Dental assistants and therapists
Honduras,Resto,6117,288.0641411640686,1,0.06510989010989005,0.140819597069597,0.20592948717948714,Agropecuario calificado,
Honduras,Resto,7544,288.0641411640686,1,0.092063492063492,0.2023809523809524,0.2944444444444444,Oficios y artesanía,Fumigators and other pest and weed controllers
Honduras,Resto,8350,288.0641411640686,1,0.0178571428571428,0.0267857142857142,0.0446428571428571,Operadores de planta y máquinas,Ships' deck crews and related workers
Honduras,Resto,7413,283.10398333685214,3,0.0227272727272727,0.2159090909090909,0.2386363636363636,Oficios y artesanía,Electrical line installers and repairers
Honduras,Resto,2511,259.5119847254478,2,0.3333333333333333,0.6141025641025641,0.9474358974358974,Profesionales e ingeniería,Systems analysts
Honduras,Resto,8219,242.2111857437513,2,0.1818181818181818,0.2272727272727273,0.409090909090909,Operadores de planta y máquinas,Assemblers not elsewhere classified
Honduras,Resto,2631,210.53479749229678,1,0.1212121212121212,0.5606060606060606,0.6818181818181818,Profesionales e ingeniería,Economists
Honduras,Resto,4227,210.53479749229678,1,0.4705882352941176,0.6470588235294118,1.0,Apoyo administrativo,Survey and market research interviewers
Honduras,Resto,2113,184.21794780575968,1,0.1009615384615384,0.4266826923076923,0.5276442307692307,Profesionales e ingeniería,Chemists
Honduras,Resto,3432,184.21794780575968,1,0.0,0.3834567901234567,0.3834567901234567,Técnicos y profesionales asociados,Interior designers and decorators
Honduras,Resto,5169,184.21794780575968,1,0.0759691340651093,0.2282714138286893,0.3042405478937987,Servicios y ventas,Personal services workers not elsewhere classified
Honduras,Resto,7124,184.21794780575968,1,0.0,0.0442307692307692,0.0442307692307692,Oficios y artesanía,Insulation workers
Honduras,Resto,8189,176.9399895855326,2,0.0804000089738412,0.1016862408578992,0.1820862498317405,Operadores de planta y máquinas,Stationary plant and machine operators not elsewhere classified
Honduras,Resto,3353,165.14399027983043,1,0.3125490196078431,0.5965686274509805,0.9091176470588236,Técnicos y profesionales asociados,Government social benefits officials
Honduras,Resto,7234,165.14399027983043,1,0.0227272727272727,0.2627840909090909,0.2855113636363636,Oficios y artesanía,Bicycle and related repairers
Honduras,Resto,9331,165.14399027983043,1,0.1732026143790849,0.2165032679738562,0.3897058823529411,Ocupaciones elementales,Hand and pedal vehicle drivers
Honduras,Resto,3354,163.74928693845305,1,0.3066666666666666,0.6000000000000001,0.9066666666666668,Técnicos y profesionales asociados,Government licensing officials
Honduras,Resto,2152,132.11519222386434,1,0.4166666666666666,0.6507936507936507,1.0,Profesionales e ingeniería,Electronics engineers
Honduras,Resto,2133,110.09599351988695,1,0.0540047581284694,0.4756938937351309,0.5296986518636003,Profesionales e ingeniería,Environmental protection professionals
Honduras,Resto,3421,110.09599351988695,1,0.0,0.0,0.0,Técnicos y profesionales asociados,Athletes and sports players
Honduras,Resto,7515,110.09599351988695,1,0.1287878787878788,0.2310606060606061,0.359848484848485,Oficios y artesanía,Food and beverage tasters and graders
Honduras,Resto,7523,110.09599351988695,1,0.0384615384615384,0.0769230769230769,0.1153846153846153,Oficios y artesanía,Woodworking-machine tool setters and operators
Honduras,Resto,2165,82.57199513991522,1,0.1107142857142857,0.5241071428571429,0.6348214285714286,Profesionales e ingeniería,Cartographers and surveyors
México,Cables y aparatos eléctricos,8212,101200.75,1496,0.0481283422459893,0.1080162974280621,0.1561446396740514,Operadores de planta y máquinas,Electrical and electronic equipment assemblers
México,Cables y aparatos eléctricos,3122,28917.25,433,0.15,0.4,0.55,Técnicos y profesionales asociados,Manufacturing supervisors
México,Cables y aparatos eléctricos,8211,27324.0,336,0.0,0.05,0.05,Operadores de planta y máquinas,Mechanical machinery assemblers
México,Cables y aparatos eléctricos,9321,24772.0,373,0.0833333333333333,0.0833333333333333,0.1666666666666666,Ocupaciones elementales,Hand packers
México,Cables y aparatos eléctricos,8121,18533.0,233,0.0651551956815114,0.0885981781376518,0.1537533738191633,Operadores de planta y máquinas,Metal processing plant operators
México,Cables y aparatos eléctricos,8141,13851.75,228,0.0570153360851035,0.0706654877534554,0.1276808238385589,Operadores de planta y máquinas,Rubber products machine operators
México,Cables y aparatos eléctricos,4321,13381.0,162,0.1999999999999999,0.3414141414141414,0.5414141414141413,Apoyo administrativo,Stock clerks
México,Cables y aparatos eléctricos,8343,9594.0,139,0.1131047315257841,0.1829611908559276,0.2960659223817118,Operadores de planta y máquinas,"Crane, hoist and related plant operators"
México,Cables y aparatos eléctricos,3115,8602.75,133,0.1477355072463768,0.3503239966555184,0.4980595039018952,Técnicos y profesionales asociados,Mechanical engineering technicians
México,Cables y aparatos eléctricos,1321,7611.75,151,0.0683760683760683,0.4102564102564102,0.4786324786324786,Dirección y gerencia,Manufacturing managers
México,Cables y aparatos eléctricos,1212,6112.5,74,0.0822649572649572,0.4935897435897436,0.5758547008547009,Dirección y gerencia,Human resource managers
México,Cables y aparatos eléctricos,2141,4345.0,66,0.1847826086956522,0.5543478260869565,0.7391304347826088,Profesionales e ingeniería,Industrial and production engineers
México,Cables y aparatos eléctricos,4110,3928.5,37,0.3220551378446115,0.5883458646616542,0.9104010025062657,Apoyo administrativo,General office clerks
México,Cables y aparatos eléctricos,8122,3656.5,46,0.0589580010632642,0.0732854864433811,0.1322434875066453,Operadores de planta y máquinas,"Metal finishing, plating and coating machine operators"
México,Cables y aparatos eléctricos,4132,3449.75,41,0.7777777777777778,0.8333333333333334,1.0,Apoyo administrativo,Data entry clerks
México,Cables y aparatos eléctricos,3323,3161.0,47,0.0619883040935672,0.4967836257309941,0.5587719298245614,Técnicos y profesionales asociados,Buyers
México,Cables y aparatos eléctricos,9613,2963.75,35,0.1642494019138756,0.2457012559808612,0.40995065789473684,Ocupaciones elementales,Sweepers and related labourers
México,Cables y aparatos eléctricos,7233,2795.5,42,0.065213644380311,0.1366683202733927,0.2018819646537037,Oficios y artesanía,Agricultural and industrial machinery mechanics and repairers
México,Cables y aparatos eléctricos,8151,2490.0,68,0.0833333333333333,0.0833333333333333,0.1666666666666666,Operadores de planta y máquinas,"Fibre preparing, spinning and winding machine operators"
México,Cables y aparatos eléctricos,2421,2485.75,32,0.0876232201533406,0.46960569550931,0.5572289156626506,Profesionales e ingeniería,Management and organization analysts
México,Cables y aparatos eléctricos,8181,2440.75,24,0.0729931476565503,0.0807450856410464,0.1537382332975967,Operadores de planta y máquinas,Glass and ceramics plant operators
México,Cables y aparatos eléctricos,2152,2416.0,32,0.4166666666666666,0.6507936507936507,1.0,Profesionales e ingeniería,Electronics engineers
México,Cables y aparatos eléctricos,2433,1684.25,13,0.1065759637188208,0.5189909297052154,0.6255668934240363,Profesionales e ingeniería,Technical and medical sales professionals (excluding ICT)
México,Cables y aparatos eléctricos,2359,1630.0,28,0.1383298933608531,0.3762684898520811,0.5145983832129343,Profesionales e ingeniería,Teaching professionals not elsewhere classified
México,Cables y aparatos eléctricos,3511,1491.75,12,0.4790697674418605,0.7372093023255814,1.0,Técnicos y profesionales asociados,Information and communications technology operations technicians
México,Cables y aparatos eléctricos,2411,1411.0,16,0.1423076923076923,0.5583333333333333,0.7006410256410257,Profesionales e ingeniería,Accountants
México,Cables y aparatos eléctricos,2511,1381.5,19,0.3333333333333333,0.6141025641025641,0.9474358974358974,Profesionales e ingeniería,Systems analysts
México,Cables y aparatos eléctricos,9333,1134.5,7,0.0942408189048726,0.1890989749332414,0.2833397938381141,Ocupaciones elementales,Freight handlers
México,Cables y aparatos eléctricos,7412,1129.5,11,0.1220976314834875,0.1976393829495566,0.3197370144330442,Oficios y artesanía,Electrical mechanics and fitters
México,Cables y aparatos eléctricos,3312,1077.5,17,0.2304347826086956,0.5960144927536233,0.8264492753623189,Técnicos y profesionales asociados,Credit and loans officers
México,Cables y aparatos eléctricos,3116,1067.75,17,0.1326086956521739,0.3195652173913044,0.4521739130434783,Técnicos y profesionales asociados,Chemical engineering technicians
México,Cables y aparatos eléctricos,5211,986.5,4,0.1666666666666667,0.25,0.4166666666666667,Servicios y ventas,Stall and market salespersons
México,Cables y aparatos eléctricos,5223,976.25,13,0.1414473684210526,0.3453947368421052,0.4868421052631579,Servicios y ventas,Shop sales assistants
México,Cables y aparatos eléctricos,7421,880.0,18,0.1762096237096237,0.3000903263403263,0.47629995004995,Oficios y artesanía,Electronics mechanics and servicers
México,Cables y aparatos eléctricos,5413,852.25,6,0.2048494983277592,0.2663043478260869,0.4711538461538461,Servicios y ventas,Prison guards
México,Cables y aparatos eléctricos,3135,717.0,13,0.0666666666666666,0.1,0.1666666666666666,Técnicos y profesionales asociados,Metal production process controllers
México,Cables y aparatos eléctricos,7411,714.0,13,0.0476190476190476,0.1291208791208791,0.1767399267399267,Oficios y artesanía,Building and related electricians
México,Cables y aparatos eléctricos,8332,701.75,8,0.1278939651180738,0.2842452538972063,0.4121392190152801,Operadores de planta y máquinas,Heavy truck and lorry drivers
México,Cables y aparatos eléctricos,8189,666.25,15,0.0804000089738412,0.1016862408578992,0.1820862498317405,Operadores de planta y máquinas,Stationary plant and machine operators not elsewhere classified
México,Cables y aparatos eléctricos,3341,646.25,10,0.0689655172413793,0.4827586206896552,0.5517241379310345,Técnicos y profesionales asociados,Office supervisors
México,Cables y aparatos eléctricos,7213,635.5,6,0.0,0.0782563025210083,0.0782563025210083,Oficios y artesanía,Sheet-metal workers
México,Cables y aparatos eléctricos,3139,589.75,18,0.6875,0.78125,1.0,Técnicos y profesionales asociados,Process control technicians not elsewhere classified
México,Cables y aparatos eléctricos,1221,577.0,4,0.025,0.4705882352941176,0.4955882352941176,Dirección y gerencia,Sales and marketing managers
México,Cables y aparatos eléctricos,1213,557.5,3,0.1261224779766979,0.4600348110258596,0.5861572890025576,Dirección y gerencia,Policy and planning managers
México,Cables y aparatos eléctricos,1420,554.5,4,0.0,0.4705882352941176,0.4705882352941176,Dirección y gerencia,Retail and wholesale trade managers
México,Cables y aparatos eléctricos,4214,522.5,4,0.2714285714285714,0.6,0.8714285714285714,Apoyo administrativo,Debt-collectors and related workers
México,Cables y aparatos eléctricos,4222,520.5,4,0.1719298245614035,0.5464912280701755,0.718421052631579,Apoyo administrativo,Contact centre information clerks
México,Cables y aparatos eléctricos,3113,519.25,8,0.225,0.4054487179487179,0.6304487179487179,Técnicos y profesionales asociados,Electrical engineering technicians
México,Cables y aparatos eléctricos,1330,489.0,2,0.1176470588235294,0.5294117647058824,0.6470588235294118,Dirección y gerencia,Information and communications technology service managers
México,Cables y aparatos eléctricos,2153,468.5,1,0.3333333333333333,0.6071428571428571,0.9404761904761904,Profesionales e ingeniería,Telecommunications engineers
México,Cables y aparatos eléctricos,2144,467.0,9,0.1351567209162146,0.4815275266224633,0.616684247538678,Profesionales e ingeniería,Mechanical engineers
México,Cables y aparatos eléctricos,7126,459.0,1,0.0098039215686274,0.0570728291316526,0.0668767507002801,Oficios y artesanía,Plumbers and pipe fitters
México,Cables y aparatos eléctricos,7127,449.75,4,0.056060606060606,0.2659090909090909,0.321969696969697,Oficios y artesanía,Air conditioning and refrigeration mechanics
México,Cables y aparatos eléctricos,2151,415.0,9,0.2272727272727273,0.5454545454545454,0.7727272727272727,Profesionales e ingeniería,Electrical engineers
México,Cables y aparatos eléctricos,7212,387.75,9,0.067816091954023,0.0847701149425287,0.1525862068965517,Oficios y artesanía,Welders and flamecutters
México,Cables y aparatos eléctricos,1324,385.0,6,0.0166666666666666,0.4833333333333333,0.4999999999999999,Dirección y gerencia,"Supply, distribution and related managers"
México,Cables y aparatos eléctricos,3131,383.5,2,0.1134057971014492,0.3,0.4134057971014492,Técnicos y profesionales asociados,Power production plant operators
México,Cables y aparatos eléctricos,1223,383.0,1,0.0946428571428571,0.4955357142857143,0.5901785714285714,Dirección y gerencia,Research and development managers
México,Cables y aparatos eléctricos,2431,362.25,4,0.44359410430839,0.7079081632653061,1.0,Profesionales e ingeniería,Advertising and marketing professionals
México,Cables y aparatos eléctricos,5120,353.25,3,0.0909954751131221,0.206447963800905,0.2974434389140272,Servicios y ventas,Cooks
México,Cables y aparatos eléctricos,1211,351.5,5,0.0,0.4841269841269841,0.4841269841269841,Dirección y gerencia,Finance managers
México,Cables y aparatos eléctricos,1120,340.75,7,0.0612244897959183,0.4801920768307323,0.5414165666266506,Dirección y gerencia,Managing directors and chief executives
México,Cables y aparatos eléctricos,8160,339.0,8,0.0743414418398938,0.0783414418398938,0.1526828836797877,Operadores de planta y máquinas,Food and related products machine operators
México,Cables y aparatos eléctricos,3343,320.5,3,0.6461038961038961,0.8003246753246753,1.0,Técnicos y profesionales asociados,Administrative and executive secretaries
México,Cables y aparatos eléctricos,2211,283.25,6,0.0096152259866079,0.4407874326947311,0.450402658681339,Profesionales e ingeniería,Generalist medical practitioners
México,Cables y aparatos eléctricos,7231,260.25,4,0.0357391627979863,0.0869469550057785,0.1226861178037648,Oficios y artesanía,Motor vehicle mechanics and repairers
México,Cables y aparatos eléctricos,1323,220.0,3,0.04,0.44,0.48,Dirección y gerencia,Construction managers
México,Cables y aparatos eléctricos,3133,217.75,7,0.0526315789473684,0.1578947368421053,0.2105263157894737,Técnicos y profesionales asociados,Chemical processing plant controllers
México,Cables y aparatos eléctricos,8331,217.0,5,0.2385942360013567,0.3158299324514494,0.5544241684528062,Operadores de planta y máquinas,Bus and tram drivers
México,Cables y aparatos eléctricos,9313,212.5,2,0.0059523809523809,0.0104166666666666,0.0163690476190476,Ocupaciones elementales,Building construction labourers
México,Cables y aparatos eléctricos,4227,178.5,1,0.4705882352941176,0.6470588235294118,1.0,Apoyo administrativo,Survey and market research interviewers
México,Cables y aparatos eléctricos,3112,172.0,1,0.1199999999999999,0.4266666666666666,0.5466666666666666,Técnicos y profesionales asociados,Civil engineering technicians
México,Cables y aparatos eléctricos,3331,166.25,3,0.2272727272727272,0.5,0.7272727272727273,Técnicos y profesionales asociados,Clearing and forwarding agents
México,Cables y aparatos eléctricos,8153,151.5,2,0.0384615384615384,0.0769230769230769,0.1153846153846153,Operadores de planta y máquinas,Sewing machine operators
México,Cables y aparatos eléctricos,9329,151.5,3,0.160472442182001,0.1878502335763364,0.3483226757583375,Ocupaciones elementales,Manufacturing labourers not elsewhere classified
México,Cables y aparatos eléctricos,1439,151.25,2,0.1261224779766979,0.4600348110258596,0.5861572890025576,Dirección y gerencia,Services managers not elsewhere classified
México,Cables y aparatos eléctricos,4323,149.75,1,0.3076923076923077,0.6538461538461539,0.9615384615384616,Apoyo administrativo,Transport clerks
México,Cables y aparatos eléctricos,5222,148.25,3,0.0952380952380952,0.5,0.5952380952380952,Servicios y ventas,Shop supervisors
México,Cables y aparatos eléctricos,3257,136.75,4,0.1278294074346706,0.3639200711569132,0.4917494785915839,Técnicos y profesionales asociados,Environmental and occupational health inspectors and associates
México,Cables y aparatos eléctricos,7315,122.0,2,0.0205426356589147,0.0360465116279069,0.0565891472868217,Oficios y artesanía,"Glass makers, cutters, grinders and finishers"
México,Cables y aparatos eléctricos,5244,120.75,1,0.5833333333333334,0.7916666666666666,1.0,Servicios y ventas,Contact centre salespersons
México,Cables y aparatos eléctricos,8152,111.0,2,0.15,0.175,0.3249999999999999,Operadores de planta y máquinas,Weaving and knitting machine operators
México,Cables y aparatos eléctricos,2521,110.0,2,0.8397932816537468,0.9198966408268734,1.0,Profesionales e ingeniería,Database designers and administrators
México,Cables y aparatos eléctricos,3521,106.0,2,0.133107553366174,0.4010160098522167,0.5341235632183907,Técnicos y profesionales asociados,Broadcasting and audio-visual technicians
México,Cables y aparatos eléctricos,3118,98.25,1,0.1017857142857142,0.5063244047619048,0.608110119047619,Técnicos y profesionales asociados,Draughtspersons
México,Cables y aparatos eléctricos,8172,97.5,2,0.0,0.0625,0.0625,Operadores de planta y máquinas,Wood processing plant operators
México,Cables y aparatos eléctricos,3111,95.25,2,0.1409722222222222,0.4475694444444444,0.5885416666666667,Técnicos y profesionales asociados,Chemical and physical science technicians
México,Cables y aparatos eléctricos,7311,93.5,1,0.1008373205741626,0.2969896331738437,0.3978269537480064,Oficios y artesanía,Precision-instrument makers and repairers
México,Cables y aparatos eléctricos,3351,89.0,1,0.1450948509485094,0.3821815718157181,0.5272764227642276,Técnicos y profesionales asociados,Customs and border inspectors
México,Cables y aparatos eléctricos,9621,84.5,1,0.1764705882352941,0.25,0.4264705882352941,Ocupaciones elementales,"Messengers, package deliverers and luggage porters"
México,Cables y aparatos eléctricos,7317,80.75,1,0.0,0.2666666666666667,0.2666666666666667,Oficios y artesanía,"Handicraft workers in wood, basketry and related materials"
México,Cables y aparatos eléctricos,3121,78.75,2,0.0333333333333333,0.4166666666666667,0.45,Técnicos y profesionales asociados,Mining supervisors
México,Cables y aparatos eléctricos,8155,76.75,1,0.08011274179037335,0.09937022042285198,0.17948296221322532,Operadores de planta y máquinas,Fur and leather preparing machine operators
México,Cables y aparatos eléctricos,5131,72.25,1,0.0757142857142857,0.1614285714285714,0.2371428571428571,Servicios y ventas,Waiters
México,Cables y aparatos eléctricos,5142,68.0,3,0.0935999240784541,0.2154475952598176,0.3090475193382718,Servicios y ventas,Beauticians and related workers
México,Cables y aparatos eléctricos,2643,64.75,2,0.4866310160427807,0.7025401069518716,1.0,Profesionales e ingeniería,"Translators, interpreters and other linguists"
México,Cables y aparatos eléctricos,1345,57.5,1,0.0328663793103448,0.4436961206896551,0.4765624999999999,Dirección y gerencia,Education managers
México,Cables y aparatos eléctricos,3211,53.25,1,0.049551267147175,0.3152530419282337,0.3648043090754088,Técnicos y profesionales asociados,Medical imaging and therapeutic equipment technicians
México,Cables y aparatos eléctricos,8154,51.0,1,0.125,0.1458333333333333,0.2708333333333332,Operadores de planta y máquinas,"Bleaching, dyeing and fabric cleaning machine operators"
México,Cables y aparatos eléctricos,2142,49.75,1,0.056338028169014,0.4859154929577465,0.5422535211267606,Profesionales e ingeniería,Civil engineers
México,Cables y aparatos eléctricos,7124,49.75,1,0.0,0.0442307692307692,0.0442307692307692,Oficios y artesanía,Insulation workers
México,Cables y aparatos eléctricos,3153,47.5,2,0.0956017666543982,0.3011593669488406,0.3967611336032388,Técnicos y profesionales asociados,Aircraft pilots and related associate professionals
México,Cables y aparatos eléctricos,8143,46.0,1,0.0294117647058823,0.0294117647058823,0.0588235294117647,Operadores de planta y máquinas,Paper products machine operators
México,Cables y aparatos eléctricos,3221,45.0,1,0.0869565217391304,0.2391304347826087,0.3260869565217391,Técnicos y profesionales asociados,Nursing associate professionals
México,Cables y aparatos eléctricos,4223,44.75,1,0.700657894736842,0.7689144736842105,1.0,Apoyo administrativo,Telephone switchboard operators
